source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC259758C/boulangerie-patisserie-snacking/occitanie/haute-garonne;OCC259758C;;BOULANGERIE - PATISSERIE - SNACKING;HCR / restauration / tourisme / loisirs;;Occitanie;1125000;;10 à 20;530000;;;oui (cf. Transentreprise BRT265434C);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC259702P/mecanique-industrielle/bourgogne-franche-comte/territoire-de-belfort/territoire-de-belfort;BFC259702P;;MECANIQUE INDUSTRIELLE;Industrie / production / fabrication;;Bourgogne-Franche-Comté;2250000;;21 à 50;150000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN259707C/pme-specialisee-en-agencement-interieur/centre-val-de-loire;CEN259707C;;PME SPECIALISEE EN AGENCEMENT INTERIEUR;Bâtiment / travaux publics / second œuvre;;Centre-Val de Loire;2250000;;10 à 20;900000;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA259693C/concessionnaire-et-accessoiriste/auvergne-rhone-alpes/drome/region-valence;ARA259693C;;CONCESSIONNAIRE ET ACCESSOIRISTE;Automobile / 2 roues / nautisme;;Auvergne-Rhône-Alpes;3000000.0;;10 à 20;1100000;;;;"CA annoncé: > 3 M€; secteur TE: Vente/réparation cycles, motos, quads"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC259628C/garage-toutes-marques-vente-vo-location-vehicules/occitanie;OCC259628C;;GARAGE TOUTES MARQUES/VENTE VO/LOCATION VEHICULES;Automobile / 2 roues / nautisme;;Occitanie;1125000;;10 à 20;390000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Vente/réparation autos"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF259592P/distribution-maintenance-dequipement-bien-etre/ile-de-france/essonne;IDF259592P;;DISTRIBUTION MAINTENANCE D'EQUIPEMENT BIEN ETRE;Négoce / distribution B2B;;Île-de-France;2250000;;10 à 20;;depart a la retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA259441P/reparation-et-maintenance-poids-lourd/auvergne-rhone-alpes/rhone;ARA259441P;;REPARATION ET MAINTENANCE POIDS LOURD;Automobile / 2 roues / nautisme;;Auvergne-Rhône-Alpes;3000000.0;;10 à 20;2600000;depart a la retraite;;;"CA annoncé: > 3 M€; secteur TE: Vente/réparation autos"
Transentreprise;https://www.transentreprise.com/offres/fiche/3871P1023/menuiserie-agencement/normandie/manche/cotentin;3871P1023;;MENUISERIE AGENCEMENT;Bâtiment / travaux publics / second œuvre;;Normandie;1125000;;10 à 20;;depart a la retraite;;oui (cf. Transentreprise NAQ262549A);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF252980C/boulangerie-patisserie-traiteur/hauts-de-france/pas-de-calais/sect-lens;HDF252980C;;BOULANGERIE-PATISSERIE-TRAITEUR;HCR / restauration / tourisme / loisirs;;Hauts-de-France;1125000;;21 à 50;600000;retraite;;oui (cf. Transentreprise HDF261582C);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA259391C/boulangerie-patisserie-restauration/auvergne-rhone-alpes/puy-de-dome/issoire-et-arrondissement;ARA259391C;;BOULANGERIE, PÂTISSERIE, RESTAURATION;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL258969P/mecanique-de-precision/pays-de-la-loire/mayenne;PDL258969P;;MÉCANIQUE DE PRÉCISION;Industrie / production / fabrication;;Pays de la Loire;3000000.0;;21 à 50;4600000;;;;"CA annoncé: > 3 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ259326H/brasserie-creperie-licence-iv-la-rochelle/nouvelle-aquitaine/charente-maritime/la-rochelle-rochefort-et-leurs-environs;NAQ259326H;;BRASSERIE CREPERIE LICENCE IV - LA ROCHELLE;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;625000;;10 à 20;600000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ259330P/travail-des-metaux-aspiration-filtration/nouvelle-aquitaine;NAQ259330P;;TRAVAIL DES METAUX / ASPIRATION - FILTRATION;Autres / non classé;;Nouvelle-Aquitaine;3000000.0;;21 à 50;1500000;retraite;;;"CA annoncé: > 3 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF259241P/tuyauterie-industrielle-charpente-metallique/hauts-de-france/oise/arrondissement-compiegne;HDF259241P;;TUYAUTERIE INDUSTRIELLE, CHARPENTE METALLIQUE...;Bâtiment / travaux publics / second œuvre;;Hauts-de-France;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT259212C/complexe-aquatique/bretagne/finistere/arrond-quimper;BRT259212C;;COMPLEXE AQUATIQUE;Autres / non classé;;Bretagne;625000;;10 à 20;;;;;"CA annoncé: de 500 à 750 k€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC259185H/hotel-restaurant/occitanie/lozere;OCC259185H;;HOTEL*** - RESTAURANT;HCR / restauration / tourisme / loisirs;;Occitanie;625000;;10 à 20;1800000;depart a la retraite;;oui (cf. Transentreprise 2B1C0030);"CA annoncé: de 500 à 750 k€; secteur TE: Hôtel-Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ259140H/restaurant-emplacement-numero-1-centre-ville/poitou-charentes;NAQ259140H;;RESTAURANT EMPLACEMENT NUMERO 1 - CENTRE VILLE;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;2250000;;21 à 50;1000000;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA259046A/boulangerie-patisserie/auvergne-rhone-alpes/cantal;ARA259046A;;BOULANGERIE PATISSERIE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;970000;;;oui (cf. Transentreprise ARA265877A);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC259031A/entreprise-generale-du-batiment/occitanie/haute-garonne/arr-de-toulouse;OCC259031A;;ENTREPRISE GENERALE DU BATIMENT;Bâtiment / travaux publics / second œuvre;;Occitanie;1125000;;10 à 20;220000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA259027A/maconnerie-gros-oeuvre/auvergne-rhone-alpes/savoie/chambery-metropole-savoie;ARA259027A;;MACONNERIE GROS OEUVRE;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;3000000.0;;21 à 50;1900000;;;;"CA annoncé: > 3 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE259014C/conditionnement-presse-et-catalogues/grand-est/bas-rhin;GDE259014C;;CONDITIONNEMENT PRESSE ET CATALOGUES;Autres / non classé;;Grand Est;1125000;;10 à 20;350000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN258803P/installation-equipements-thermiques-clim/centre-val-de-loire/indre;CEN258803P;;INSTALLATION EQUIPEMENTS THERMIQUES / CLIM;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;2250000;;10 à 20;980000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE258879P/serrurerie-menuiserie-ferronnerie/grand-est/meurthe-et-moselle;GDE258879P;;SERRURERIE – MENUISERIE - FERRONNERIE;Bâtiment / travaux publics / second œuvre;;Grand Est;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF242247P/chauffage-plomberie-climatisation/hauts-de-france/nord/sect-dunkerque;HDF242247P;;CHAUFFAGE PLOMBERIE CLIMATISATION;Bâtiment / travaux publics / second œuvre;;Hauts-de-France;2250000;;10 à 20;2500000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE252624A/boulangerie-patisserie-et-salon-de-the/grand-est/haut-rhin/arrond-colmar-ribeauville;GDE252624A;;BOULANGERIE PÂTISSERIE ET SALON DE THÉ;HCR / restauration / tourisme / loisirs;;Grand Est;1125000;;10 à 20;420000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE257995H/restauration-gastronomique-traditionnelle/grand-est/haut-rhin;GDE257995H;;RESTAURATION GASTRONOMIQUE & TRADITIONNELLE;HCR / restauration / tourisme / loisirs;;Grand Est;1125000;;10 à 20;500000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF258716A/menuiserie-agencement/hauts-de-france/pas-de-calais/sect-arras;HDF258716A;;MENUISERIE AGENCEMENT;Bâtiment / travaux publics / second œuvre;;Hauts-de-France;2250000;;10 à 20;;depart a la retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE258700A/boucherie-charcuterie-traiteur/grand-est;GDE258700A;;BOUCHERIE CHARCUTERIE TRAITEUR;HCR / restauration / tourisme / loisirs;;Grand Est;3000000.0;;21 à 50;2200000;;;;"CA annoncé: > 3 M€; secteur TE: Boucherie, charcuterie, traiteur…"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL258663C/construction-bois/pays-de-la-loire/loire-atlantique/nord-loire-atlantique;PDL258663C;;CONSTRUCTION BOIS;Bâtiment / travaux publics / second œuvre;;Pays de la Loire;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Gros œuvre : charpente, étanchéité"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA258621P/transport-marchandises/rhone-alpes;ARA258621P;;TRANSPORT MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;2250000;;10 à 20;200000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR258505A/societe-de-fabrication-dagencement-sur-mesure/normandie/manche/vallee-de-la-vire;NOR258505A;;SOCIETE DE FABRICATION D'AGENCEMENT SUR MESURE;Bâtiment / travaux publics / second œuvre;;Normandie;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT258108P/realisations-de-charpentes-metalliques/bretagne;BRT258108P;;REALISATIONS DE CHARPENTES METALLIQUES;Bâtiment / travaux publics / second œuvre;;Bretagne;3000000.0;;10 à 20;4000000;;;;"CA annoncé: > 3 M€; secteur TE: Travail des métaux"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA242364H/restaurant-pizzeria-bar-traiteur-chambre-dhotes/auvergne-rhone-alpes/ardeche/arrond-de-privas;ARA242364H;;RESTAURANT PIZZERIA BAR TRAITEUR CHAMBRE D'HOTES;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;;;10 à 20;520000;;;;"CA annoncé: NC; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF258474P/agence-de-communication-presse-marketing-digital/ile-de-france;IDF258474P;;AGENCE DE COMMUNICATION, PRESSE, MARKETING DIGITAL;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3000000.0;;10 à 20;;;;;"CA annoncé: > 3 M€; secteur TE: Communication"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC258407A/boulangerie-patisserie-epicerie/occitanie/lozere/gorges-et-causses;OCC258407A;;BOULANGERIE - PÂTISSERIE - ÉPICERIE;HCR / restauration / tourisme / loisirs;;Occitanie;275000;;10 à 20;216000;depart a la retraite;;;"CA annoncé: de 200 à 350 k€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ258076A/boulangerie-patisserie-salon-de-the/nouvelle-aquitaine/dordogne/sarlat-la-caneda-et-arrond;NAQ258076A;;BOULANGERIE-PÂTISSERIE-SALON DE THÉ;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;425000;;10 à 20;250000;retraite;;;"CA annoncé: de 350 à 500 k€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/504A0023/maconnerie-generale/normandie/manche/vallee-de-la-vire;504A0023;;MACONNERIE GENERALE;Bâtiment / travaux publics / second œuvre;;Normandie;2250000;;10 à 20;;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE257974C/titres-murs_entreprise-specialisee-en-menuiserie/grand-est/aube/arrond-troyes;GDE257974C;;TITRES + MURS_ENTREPRISE SPÉCIALISÉE EN MENUISERIE;Bâtiment / travaux publics / second œuvre;;Grand Est;2250000;;10 à 20;1100000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF242077P/opportunite-unique-entreprise-evenementielle-/hauts-de-france;HDF242077P;;OPPORTUNITÉ UNIQUE – ENTREPRISE ÉVÉNEMENTIELLE ...;Communication / marketing / édition / imprimerie / PLV;;Hauts-de-France;1125000;;10 à 20;1100000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Evènementiel"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256610P/entreprise-spec-conception-emballage-bois/grand-est/vosges;GDE256610P;;ENTREPRISE SPÉC. CONCEPTION EMBALLAGE BOIS;Négoce / distribution B2B;;Grand Est;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Industrie bois, papier, fabric. meubles, agencements"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC257582H/restaurant-traditionnel-site-touristique-exception/occitanie/lot/arr-de-cahors;OCC257582H;;RESTAURANT TRADITIONNEL SITE TOURISTIQUE EXCEPTION;HCR / restauration / tourisme / loisirs;;Occitanie;625000;;10 à 20;550000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA257475P/entretien-creation-travaux-forestiers/rhone-alpes;ARA257475P;;ENTRETIEN & CRÉATION TRAVAUX FORESTIERS;Industrie / production / fabrication;;Auvergne-Rhône-Alpes;625000;;10 à 20;750000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Cultures, production animale, exploitation forestière"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ257419A/boucherie-charcuterie-a-ceder-a-amou/nouvelle-aquitaine/landes/mont-de-marsan-et-arrond;NAQ257419A;;BOUCHERIE CHARCUTERIE À CÉDER A AMOU;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;;;21 à 50;75000;;;;"CA annoncé: NC; secteur TE: Boucherie, charcuterie, traiteur…"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC257198C/supermache-bio-independant/bourgogne-franche-comte/jura;BFC257198C;;SUPERMACHÉ BIO - INDEPENDANT;Autres / non classé;;Bourgogne-Franche-Comté;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN257190C/societe-de-transport-de-personnes/centre-val-de-loire/cher;CEN257190C;;SOCIETE DE TRANSPORT DE PERSONNES;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;1125000;;21 à 50;450000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE257153C/boulangerie-patisserie-chocolaterie-snacking/grand-est/meurthe-et-moselle/arrond-nancy;GDE257153C;;BOULANGERIE-PÂTISSERIE-CHOCOLATERIE-SNACKING;HCR / restauration / tourisme / loisirs;;Grand Est;625000;;10 à 20;500000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC257167P/a-ceder-entreprise-de-btp-performantes-occitanie/occitanie;OCC257167P;;À CÉDER ENTREPRISE DE BTP PERFORMANTES OCCITANIE;Bâtiment / travaux publics / second œuvre;;Occitanie;;;10 à 20;1150000;;;;"CA annoncé: NC; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA256879A/boulangerie-patisserie/auvergne-rhone-alpes/isere/grenoble-et-agglomeration;ARA256879A;;BOULANGERIE PATISSERIE;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;1125000;;10 à 20;650000;;;oui (cf. Transentreprise ARA265877A);"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256566H/restaurant/grand-est/bas-rhin;GDE256566H;;RESTAURANT;HCR / restauration / tourisme / loisirs;;Grand Est;625000;;10 à 20;445000;;;oui (cf. Transentreprise ARA264517H);"CA annoncé: de 500 à 750 k€; secteur TE: Restaurant avec ou sans bar"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC256944A/fonds-de-commerce-boulangerie/occitanie/hautes-pyrenees/arr-dargeles-gazost;OCC256944A;;FONDS DE COMMERCE BOULANGERIE;HCR / restauration / tourisme / loisirs;;Occitanie;1125000;;10 à 20;500000;raison de sante;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Boulangerie, pâtisserie, chocolaterie…"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256327C/entretien-repar-vehicules-autos-concession/grand-est/ardennes;GDE256327C;;ENTRETIEN-RÉPAR. VÉHICULES AUTOS, CONCESSION;Automobile / 2 roues / nautisme;;Grand Est;2250000;;10 à 20;500000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Vente/réparation autos"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256584P/fabrication-de-complements-alimentaires/grand-est/bas-rhin;GDE256584P;;FABRICATION DE COMPLÉMENTS ALIMENTAIRES;Industrie / production / fabrication;;Grand Est;1125000;;10 à 20;750000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Industrie agro-alimentaire"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256592P/surveillance-humaine-et-securite-des-personnes/grand-est/bas-rhin;GDE256592P;;SURVEILLANCE HUMAINE ET SÉCURITÉ DES PERSONNES;Sécurité / surveillance / télésurveillance;;Grand Est;625000;;10 à 20;400000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC256745C/menuiserie-aluminium-pvc-bois/provence-alpescote-dazur/vaucluse;PAC256745C;;MENUISERIE ALUMINIUM PVC BOIS;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;2250000;;10 à 20;250000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
