source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC264609P/service-informatique/bourgogne-franche-comte/doubs/arrondissement-de-besancon;BFC264609P;;SERVICE INFORMATIQUE;Services informatiques / ESN / éditeur de logiciel;;Bourgogne-Franche-Comté;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Conseil, conception, édition, héberg., traitement données"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC264576A/renovation-du-patrimoine-ancien-et-ite/occitanie/gard/grand-nimes;OCC264576A;;RÉNOVATION DU PATRIMOINE ANCIEN ET ITE;Courtage assurance / intermédiation financière;;Occitanie;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Gros œuvre : construction, maçonnerie"
Transentreprise;https://www.transentreprise.com/offres/fiche/COR264563C/opportunite-en-2b-commerce-de-bijoux/corse/haute-corse/grand-bastia;COR264563C;;OPPORTUNITÉ EN 2B COMMERCE DE BIJOUX;Négoce / distribution B2B;;Corse;1125000;;10 à 20;1950000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL264459A/laboratoire-de-prothese-dentaire/pays-de-la-loire/maine-et-loire/ca-saumur-val-de-loire;PDL264459A;;LABORATOIRE DE PROTHESE DENTAIRE;Négoce / distribution B2B;;Pays de la Loire;625000;;10 à 20;130000;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Santé, cosmétique, matériel médical"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF264432A/societe-dans-le-service-a-la-personne/ile-de-france/seine-et-marne/arrond-de-provins;IDF264432A;;SOCIETE DANS LE SERVICE A LA PERSONNE;Services à la personne / santé à domicile;;Île-de-France;425000;;10 à 20;140000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/NOR250397P/transport-routier-de-bennes-cerealieres-et-tp/normandie/seine-maritime;NOR250397P;;TRANSPORT ROUTIER DE BENNES CEREALIERES ET TP;Transport & logistique (commissionnaire, affrètement);;Normandie;2250000;;10 à 20;515000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL264056P/services-a-la-personne-loire-atlantique/pays-de-la-loire/loire-atlantique;PDL264056P;;SERVICES A LA PERSONNE LOIRE ATLANTIQUE;Services à la personne / santé à domicile;;Pays de la Loire;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL264301P/distrib-materiel-transport-et-atelier-reparation/pays-de-la-loire/sarthe;PDL264301P;;DISTRIB. MATÉRIEL TRANSPORT ET ATELIER REPARATION;Transport & logistique (commissionnaire, affrètement);;Pays de la Loire;3000000.0;;10 à 20;461120;;;;"CA annoncé: > 3 M€; secteur TE: Vente/réparation autos"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN264270P/ambulances-vsl-taxis/centre-val-de-loire/indre-et-loire;CEN264270P;;AMBULANCES – VSL – TAXIS;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;;;10 à 20;;depart a la retraite;;;"CA annoncé: NC; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC264247C/installation-equipements-thermiques/bourgogne-franche-comte/doubs/arrondissement-de-besancon;BFC264247C;;INSTALLATION EQUIPEMENTS THERMIQUES;Bureau d'études / ingénierie / diagnostics;;Bourgogne-Franche-Comté;3000000.0;;21 à 50;100000;;;;"CA annoncé: > 3 M€; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT258195P/loc-materiels-tp-:-pelles-mini-pelles-nacelles/bretagne/ille-et-vilaine;BRT258195P;;LOC. MATÉRIELS TP : PELLES, MINI-PELLES, NACELLES;Négoce / distribution B2B;;Bretagne;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC263602P/activites-de-nettoyage-particuliers-et-pro/provence-alpescote-dazur/bouches-du-rhone/entre-rhone-et-durance;PAC263602P;;ACTIVITES DE NETTOYAGE PARTICULIERS ET PRO;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;;;10 à 20;220000;;;;"CA annoncé: NC; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ257861P/transport-express-et-messagerie/nouvelle-aquitaine/vienne;NAQ257861P;;TRANSPORT EXPRESS ET MESSAGERIE;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1125000;;10 à 20;150000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: :"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA257026P/impression-signaletique-petit-et-grand-format/rhone-alpes;ARA257026P;;IMPRESSION SIGNALETIQUE PETIT ET GRAND FORMAT;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;1125000;;10 à 20;500000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Imprimerie, industrie graphique"
Transentreprise;https://www.transentreprise.com/offres/fiche/111A0124/transports/occitanie/aude/arrondissement-de-narbonne;111A0124;;TRANSPORTS;Transport & logistique (commissionnaire, affrètement);;Occitanie;2250000;;10 à 20;600000;retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ263383C/transports-sanitaires-taxis-et-pompes-funebres/nouvelle-aquitaine;NAQ263383C;;TRANSPORTS SANITAIRES, TAXIS ET POMPES FUNEBRES;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1125000;;10 à 20;;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC262614C/nettoyage-batiments-et-industriel/bourgogne-franche-comte/territoire-de-belfort/territoire-de-belfort;BFC262614C;;NETTOYAGE BATIMENTS ET INDUSTRIEL;Propreté / nettoyage / multiservices;;Bourgogne-Franche-Comté;625000;;21 à 50;50000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Activités de nettoyage"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ263154C/fournitures-et-pose-de-menuiseries-exterieures/nouvelle-aquitaine/charente-maritime/royan-et-ses-environs;NAQ263154C;;FOURNITURES ET POSE DE MENUISERIES EXTERIEURES;Négoce / distribution B2B;;Nouvelle-Aquitaine;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux de finition (peinture, plâtrerie, menuiserie…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL254239A/laboratoire-prothese-dentaire/pays-de-la-loire/loire-atlantique;PDL254239A;;LABORATOIRE PROTHESE DENTAIRE;Négoce / distribution B2B;;Pays de la Loire;1125000;;10 à 20;1500000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Santé, cosmétique, matériel médical"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA262947C/location-poids-lourds-avec-chauffeurs/auvergne-rhone-alpes/rhone/rhone-ouest;ARA262947C;;LOCATION POIDS LOURDS AVEC CHAUFFEURS;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;1125000;;10 à 20;810000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC262943P/transport-de-marchandises/occitanie/haute-garonne;OCC262943P;;TRANSPORT DE MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Occitanie;625000;;10 à 20;550000;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ262859P/transport-en-messagerie/nouvelle-aquitaine/dordogne;NAQ262859P;;TRANSPORT EN MESSAGERIE;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;1125000;;21 à 50;400000;retraite;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC262693C/vente-et-location-darticles-de-sports-de-montagne/occitanie/ariege/arr-de-saint-girons;OCC262693C;;VENTE ET LOCATION D'ARTICLES DE SPORTS DE MONTAGNE;Négoce / distribution B2B;;Occitanie;275000;;10 à 20;450000;;;;"CA annoncé: de 200 à 350 k€; secteur TE: Accessoires et matériels sports, loisirs.."
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF262625C/services-dambulances-et-de-transport/hauts-de-france/pas-de-calais/sect-bethune;HDF262625C;;SERVICES D'AMBULANCES ET DE TRANSPORT;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;1125000;;21 à 50;1100000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: "
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT260787P/pme-familiale-de-logistique-specialisee-dans-la-li/bretagne/finistere;BRT260787P;;PME FAMILIALE DE LOGISTIQUE SPECIALISÉE DANS LA LI;Transport & logistique (commissionnaire, affrètement);;Bretagne;2250000;;21 à 50;950000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL262537C/3-micro-creches/pays-de-la-loire/maine-et-loire/cu-angers-loire-metropole;PDL262537C;;3 MICRO-CRECHES;Services à la personne / santé à domicile;;Pays de la Loire;625000;;10 à 20;330000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Activités médico-sociales"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN261404P/mecanique-industrielle-bureau-detudes/centre-val-de-loire;CEN261404P;;MECANIQUE INDUSTRIELLE - BUREAU D'ETUDES;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Bureau d'études, ingénierie, R&D"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF262331P/transport-messagerie/ile-de-france;IDF262331P;;TRANSPORT - MESSAGERIE;Transport & logistique (commissionnaire, affrètement);;Île-de-France;3000000.0;;10 à 20;;retraite;;;"CA annoncé: > 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/PDL262148C/transports-routiers-de-marchandises/pays-de-la-loire/vendee/arrond-la-roche-sur-yon;PDL262148C;;TRANSPORTS ROUTIERS DE MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Pays de la Loire;3000000.0;;21 à 50;2100000;;;;"CA annoncé: > 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA262028C/reseau-de-4-micro-creches-a-ceder/auvergne-rhone-alpes/rhone;ARA262028C;;RÉSEAU DE 4 MICRO-CRECHES A CEDER;Services à la personne / santé à domicile;;Auvergne-Rhône-Alpes;1125000;;10 à 20;450000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Activités médico-sociales"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC262045C/societe-de-nettoyage-industriel/occitanie/haute-garonne;OCC262045C;;SOCIETE DE NETTOYAGE INDUSTRIEL;Propreté / nettoyage / multiservices;;Occitanie;;;21 à 50;770000;depart a la retraite;;;"CA annoncé: NC; secteur TE: Autres services aux entreprises"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT261912P/economie-de-la-construction/bretagne;BRT261912P;;ECONOMIE DE LA CONSTRUCTION;Bureau d'études / ingénierie / diagnostics;;Bretagne;1125000;;10 à 20;900000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Bureau d'études, ingénierie, R&D"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC261895C/ambulances-taxis-et-vsl/occitanie/gers;OCC261895C;;AMBULANCES TAXIS ET VSL;Transport & logistique (commissionnaire, affrètement);;Occitanie;625000;;10 à 20;500000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261881C/ambulance-taxi-pompes-funebres-garage/nouvelle-aquitaine;NAQ261881C;;AMBULANCE-TAXI-POMPES FUNÈBRES-GARAGE;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;3000000.0;;21 à 50;2100000;retraite;;;"CA annoncé: > 3 M€; secteur TE: Transports de voyageurs"
Transentreprise;https://www.transentreprise.com/offres/fiche/NAQ261610C/fonds-de-commerce-de-distribution-specialise/nouvelle-aquitaine/charente-maritime/la-rochelle-rochefort-et-leurs-environs;NAQ261610C;;FONDS DE COMMERCE DE DISTRIBUTION SPECIALISE;Négoce / distribution B2B;;Nouvelle-Aquitaine;2250000;;10 à 20;850000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/BFC261285P/fabrication-negoce-sav-hydraulique/bourgogne;BFC261285P;;FABRICATION/NÉGOCE/SAV HYDRAULIQUE;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2250000;;10 à 20;;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Réparation, maintenance machines et équip. industriels"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC261098C/vente-en-gros-et-detail-materiel-pieces-agricoles/occitanie;OCC261098C;;VENTE EN GROS ET DETAIL MATERIEL/PIECES AGRICOLES;Négoce / distribution B2B;;Occitanie;2250000;;10 à 20;1400000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/HDF261056C/a-cederfranchise-age-dor-services-soissons-laon/hauts-de-france/aisne/soissons;HDF261056C;;À CÉDER–FRANCHISE AGE D’OR SERVICES SOISSONS-LAON;Services à la personne / santé à domicile;;Hauts-de-France;1125000;;21 à 50;650000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE256564C/entreprise-de-transport/grand-est/bas-rhin;GDE256564C;;ENTREPRISE DE TRANSPORT;Transport & logistique (commissionnaire, affrètement);;Grand Est;1125000;;10 à 20;600000;;;;"CA annoncé: de 750 k€ à 1,5 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA260922C/negoce-de-vins/auvergne-rhone-alpes/haute-savoie/albanais;ARA260922C;;NEGOCE DE VINS;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;2250000;;10 à 20;1400000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/PAC260486P/services-a-la-personne-et-societe-de-nettoyage/provence-alpescote-dazur/bouches-du-rhone;PAC260486P;;SERVICES A LA PERSONNE ET SOCIETE DE NETTOYAGE;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;425000;;21 à 50;260000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Activités de nettoyage"
Transentreprise;https://www.transentreprise.com/offres/fiche/BRT258975C/service-daide-accompt-a-dom-2-agences-franchise/bretagne;BRT258975C;;SERVICE D'AIDE-ACCOMPT A DOM. 2 AGENCES FRANCHISE;Services à la personne / santé à domicile;;Bretagne;625000;;21 à 50;;retraite;;;"CA annoncé: de 500 à 750 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/GDE260146C/aide-a-domicile-et-auxilliaires-de-vie/grand-est/bas-rhin/arrond-strasbourg;GDE260146C;;AIDE A DOMICILE ET AUXILLIAIRES DE VIE;Services à la personne / santé à domicile;;Grand Est;625000;;10 à 20;350000;;;;"CA annoncé: de 500 à 750 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/OCC260037C/entreprise-de-services-a-la-personne/occitanie/gard;OCC260037C;;ENTREPRISE DE SERVICES A LA PERSONNE;Services à la personne / santé à domicile;;Occitanie;425000;;21 à 50;169000;;;;"CA annoncé: de 350 à 500 k€; secteur TE: Services à la personne (ménage, portage repas, garde enfants…)"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF259836P/distribution-produits-alimentaires-aux-entreprises/ile-de-france;IDF259836P;;DISTRIBUTION PRODUITS ALIMENTAIRES AUX ENTREPRISES;Négoce / distribution B2B;;Île-de-France;3000000.0;;21 à 50;;;;;"CA annoncé: > 3 M€; secteur TE: E-commerce, VPC"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF259592P/distribution-maintenance-dequipement-bien-etre/ile-de-france/essonne;IDF259592P;;DISTRIBUTION MAINTENANCE D'EQUIPEMENT BIEN ETRE;Négoce / distribution B2B;;Île-de-France;2250000;;10 à 20;;depart a la retraite;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Commerce de gros produits non alimentaires"
Transentreprise;https://www.transentreprise.com/offres/fiche/CEN258803P/installation-equipements-thermiques-clim/centre-val-de-loire/indre;CEN258803P;;INSTALLATION EQUIPEMENTS THERMIQUES / CLIM;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;2250000;;10 à 20;980000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Travaux d'installation électrique, plomberie, chauffage..."
Transentreprise;https://www.transentreprise.com/offres/fiche/ARA258621P/transport-marchandises/rhone-alpes;ARA258621P;;TRANSPORT MARCHANDISES;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;2250000;;10 à 20;200000;;;;"CA annoncé: de 1,5 à 3 M€; secteur TE: Transports de marchandises"
Transentreprise;https://www.transentreprise.com/offres/fiche/IDF258474P/agence-de-communication-presse-marketing-digital/ile-de-france;IDF258474P;;AGENCE DE COMMUNICATION, PRESSE, MARKETING DIGITAL;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3000000.0;;10 à 20;;;;;"CA annoncé: > 3 M€; secteur TE: Communication"
